"Antal bostadsbyggnader efter region, bygg�r och vart 5:e �r"

"region","bygg�r","2022"
"2409A0010","1971-1980",341
"2409A0010","1981-1990",157
"2409A0010","1991-2000",77
"2409A0010","2001-2010",61
"2409A0010","2011-2020",18
"2409A0010","2021-2030",1
"2409A0010","Ok�nt",353
"2409A0010","Totalt",1792
"2409A0020","-1920",195
"2409A0020","1921-1930",115
"2409A0020","1931-1940",147
"2409A0020","1941-1950",107
"2409A0020","1951-1960",100
"2409A0020","1961-1970",54
"2409A0020","1971-1980",83
"2409A0020","1981-1990",77
"2409A0020","1991-2000",36
"2409A0020","2001-2010",17
"2409A0020","2011-2020",11
"2409A0020","2021-2030",..
"2409A0020","Ok�nt",452
"2409A0020","Totalt",1394
"2409A0030","-1920",237
"2409A0030","1921-1930",122
"2409A0030","1931-1940",121
"2409A0030","1941-1950",97
"2409A0030","1951-1960",118
"2409A0030","1961-1970",145
"2409A0030","1971-1980",207
"2409A0030","1981-1990",87
"2409A0030","1991-2000",35
"2409A0030","2001-2010",30
"2409A0030","2011-2020",12
"2409A0030","2021-2030",..
"2409A0030","Ok�nt",514
"2409A0030","Totalt",1725
"2409C1010","-1920",64
"2409C1010","1921-1930",70
"2409C1010","1931-1940",10
"2409C1010","1941-1950",30
"2409C1010","1951-1960",50
"2409C1010","1961-1970",95
"2409C1010","1971-1980",269
"2409C1010","1981-1990",41
"2409C1010","1991-2000",10
"2409C1010","2001-2010",1
"2409C1010","2011-2020",..
"2409C1010","2021-2030",..
"2409C1010","Ok�nt",15
"2409C1010","Totalt",655
"2417A0010","-1920",151
"2417A0010","1921-1930",121
"2417A0010","1931-1940",142
"2417A0010","1941-1950",197
"2417A0010","1951-1960",276
"2417A0010","1961-1970",117
"2417A0010","1971-1980",123
"2417A0010","1981-1990",86
"2417A0010","1991-2000",51
"2417A0010","2001-2010",16
"2417A0010","2011-2020",11
"2417A0010","2021-2030",2
"2417A0010","Ok�nt",1524
"2417A0010","Totalt",2817
"2417C1010","-1920",9
"2417C1010","1921-1930",16
"2417C1010","1931-1940",27
"2417C1010","1941-1950",33
"2417C1010","1951-1960",69
"2417C1010","1961-1970",112
"2417C1010","1971-1980",262
"2417C1010","1981-1990",59
"2417C1010","1991-2000",17
"2417C1010","2001-2010",2
"2417C1010","2011-2020",1
"2417C1010","2021-2030",..
"2417C1010","Ok�nt",19
"2417C1010","Totalt",626
"2418A0010","-1920",72
"2418A0010","1921-1930",49
"2418A0010","1931-1940",127
"2418A0010","1941-1950",129
"2418A0010","1951-1960",118
"2418A0010","1961-1970",58
"2418A0010","1971-1980",54
"2418A0010","1981-1990",40
"2418A0010","1991-2000",17
"2418A0010","2001-2010",7
"2418A0010","2011-2020",12
"2418A0010","2021-2030",..
"2418A0010","Ok�nt",684
"2418A0010","Totalt",1367
"2418C1010","-1920",10
"2418C1010","1921-1930",12
"2418C1010","1931-1940",15
"2418C1010","1941-1950",31
"2418C1010","1951-1960",75
"2418C1010","1961-1970",75
"2418C1010","1971-1980",82
"2418C1010","1981-1990",51
"2418C1010","1991-2000",..
"2418C1010","2001-2010",1
"2418C1010","2011-2020",3
"2418C1010","2021-2030",..
"2418C1010","Ok�nt",10
"2418C1010","Totalt",365
"2418C1020","-1920",3
"2418C1020","1921-1930",1
"2418C1020","1931-1940",9
"2418C1020","1941-1950",4
"2418C1020","1951-1960",36
"2418C1020","1961-1970",45
"2418C1020","1971-1980",139
"2418C1020","1981-1990",19
"2418C1020","1991-2000",15
"2418C1020","2001-2010",..
"2418C1020","2011-2020",5
"2418C1020","2021-2030",1
"2418C1020","Ok�nt",15
"2418C1020","Totalt",292
"2421A0010","-1920",122
"2421A0010","1921-1930",122
"2421A0010","1931-1940",215
"2421A0010","1941-1950",223
"2421A0010","1951-1960",353
"2421A0010","1961-1970",197
"2421A0010","1971-1980",235
"2421A0010","1981-1990",139
"2421A0010","1991-2000",75
"2421A0010","2001-2010",49
"2421A0010","2011-2020",48
"2421A0010","2021-2030",5
"2421A0010","Ok�nt",1180
"2421A0010","Totalt",2963
"2421A0020","-1920",62
"2421A0020","1921-1930",74
"2421A0020","1931-1940",156
"2421A0020","1941-1950",100
"2421A0020","1951-1960",339
"2421A0020","1961-1970",506
"2421A0020","1971-1980",972
"2421A0020","1981-1990",467
"2421A0020","1991-2000",180
"2421A0020","2001-2010",321
"2421A0020","2011-2020",640
"2421A0020","2021-2030",24
"2421A0020","Ok�nt",498
"2421A0020","Totalt",4339
"2421C1010","-1920",1
"2421C1010","1921-1930",9
"2421C1010","1931-1940",9
"2421C1010","1941-1950",17
"2421C1010","1951-1960",51
"2421C1010","1961-1970",15
"2421C1010","1971-1980",188
"2421C1010","1981-1990",20
"2421C1010","1991-2000",1
"2421C1010","2001-2010",2
"2421C1010","2011-2020",1
"2421C1010","2021-2030",..
"2421C1010","Ok�nt",3
"2421C1010","Totalt",317
"2421C1020","-1920",3
"2421C1020","1921-1930",9
"2421C1020","1931-1940",11
"2421C1020","1941-1950",29
"2421C1020","1951-1960",106
"2421C1020","1961-1970",103
"2421C1020","1971-1980",46
"2421C1020","1981-1990",32
"2421C1020","1991-2000",5
"2421C1020","2001-2010",..
"2421C1020","2011-2020",..
"2421C1020","2021-2030",..
"2421C1020","Ok�nt",2
"2421C1020","Totalt",346
"2422A0010","-1920",105
"2422A0010","1921-1930",86
"2422A0010","1931-1940",193
"2422A0010","1941-1950",205
"2422A0010","1951-1960",241
"2422A0010","1961-1970",159
"2422A0010","1971-1980",194
"2422A0010","1981-1990",156
"2422A0010","1991-2000",79
"2422A0010","2001-2010",41
"2422A0010","2011-2020",42
"2422A0010","2021-2030",..
"2422A0010","Ok�nt",1398
"2422A0010","Totalt",2899
"2422C1010","-1920",10
"2422C1010","1921-1930",20
"2422C1010","1931-1940",30
"2422C1010","1941-1950",49
"2422C1010","1951-1960",115
"2422C1010","1961-1970",51
"2422C1010","1971-1980",133
"2422C1010","1981-1990",30
"2422C1010","1991-2000",3
"2422C1010","2001-2010",1
"2422C1010","2011-2020",1
"2422C1010","2021-2030",..
"2422C1010","Ok�nt",20
"2422C1010","Totalt",463
"2425A0010","-1920",129
"2425A0010","1921-1930",96
"2425A0010","1931-1940",155
"2425A0010","1941-1950",184
"2425A0010","1951-1960",226
"2425A0010","1961-1970",107
"2425A0010","1971-1980",218
"2425A0010","1981-1990",131
"2425A0010","1991-2000",57
"2425A0010","2001-2010",111
"2425A0010","2011-2020",93
"2425A0010","2021-2030",7
"2425A0010","Ok�nt",1400
"2425A0010","Totalt",2914
"2425C1010","-1920",20
"2425C1010","1921-1930",21
"2425C1010","1931-1940",37
"2425C1010","1941-1950",54
"2425C1010","1951-1960",77
"2425C1010","1961-1970",18
"2425C1010","1971-1980",132
"2425C1010","1981-1990",43
"2425C1010","1991-2000",6
"2425C1010","2001-2010",2
"2425C1010","2011-2020",..
"2425C1010","2021-2030",..
"2425C1010","Ok�nt",22
"2425C1010","Totalt",432
"2460A0010","-1920",221
"2460A0010","1921-1930",163
"2460A0010","1931-1940",198
"2460A0010","1941-1950",135
"2460A0010","1951-1960",171
"2460A0010","1961-1970",101
"2460A0010","1971-1980",209
"2460A0010","1981-1990",143
"2460A0010","1991-2000",45
"2460A0010","2001-2010",51
"2460A0010","2011-2020",43
"2460A0010","2021-2030",1
"2460A0010","Ok�nt",150
"2460A0010","Totalt",1631
"2460C1010","-1920",36
"2460C1010","1921-1930",43
"2460C1010","1931-1940",20
"2460C1010","1941-1950",44
"2460C1010","1951-1960",44
"2460C1010","1961-1970",57
"2460C1010","1971-1980",52
"2460C1010","1981-1990",86
"2460C1010","1991-2000",36
"2460C1010","2001-2010",23
"2460C1010","2011-2020",13
"2460C1010","2021-2030",2
"2460C1010","Ok�nt",9
"2460C1010","Totalt",465
"2460C1020","-1920",24
"2460C1020","1921-1930",15
"2460C1020","1931-1940",11
"2460C1020","1941-1950",12
"2460C1020","1951-1960",58
"2460C1020","1961-1970",35
"2460C1020","1971-1980",129
"2460C1020","1981-1990",21
"2460C1020","1991-2000",11
"2460C1020","2001-2010",2
"2460C1020","2011-2020",3
"2460C1020","2021-2030",..
"2460C1020","Ok�nt",11
"2460C1020","Totalt",332
"2460C1030","-1920",5
"2460C1030","1921-1930",12
"2460C1030","1931-1940",7
"2460C1030","1941-1950",65
"2460C1030","1951-1960",133
"2460C1030","1961-1970",43
"2460C1030","1971-1980",26
"2460C1030","1981-1990",63
"2460C1030","1991-2000",6
"2460C1030","2001-2010",..
"2460C1030","2011-2020",..
"2460C1030","2021-2030",..
"2460C1030","Ok�nt",2
"2460C1030","Totalt",362
"2460C1040","-1920",40
"2460C1040","1921-1930",68
"2460C1040","1931-1940",36
"2460C1040","1941-1950",30
"2460C1040","1951-1960",31
"2460C1040","1961-1970",74
"2460C1040","1971-1980",167
"2460C1040","1981-1990",60
"2460C1040","1991-2000",28
"2460C1040","2001-2010",15
"2460C1040","2011-2020",35
"2460C1040","2021-2030",3
"2460C1040","Ok�nt",18
"2460C1040","Totalt",605
"2462A0010","-1920",131
"2462A0010","1921-1930",60
"2462A0010","1931-1940",130
"2462A0010","1941-1950",117
"2462A0010","1951-1960",150
"2462A0010","1961-1970",84
"2462A0010","1971-1980",104
"2462A0010","1981-1990",64
"2462A0010","1991-2000",33
"2462A0010","2001-2010",16
"2462A0010","2011-2020",17
"2462A0010","2021-2030",2
"2462A0010","Ok�nt",549
"2462A0010","Totalt",1457
"2462A0020","-1920",143
"2462A0020","1921-1930",164
"2462A0020","1931-1940",275
"2462A0020","1941-1950",266
"2462A0020","1951-1960",296
"2462A0020","1961-1970",442
"2462A0020","1971-1980",604
"2462A0020","1981-1990",393
"2462A0020","1991-2000",200
"2462A0020","2001-2010",214
"2462A0020","2011-2020",575
"2462A0020","2021-2030",72
"2462A0020","Ok�nt",1413
"2462A0020","Totalt",5057
"2462C1010","-1920",9
"2462C1010","1921-1930",12
"2462C1010","1931-1940",8
"2462C1010","1941-1950",35
"2462C1010","1951-1960",93
"2462C1010","1961-1970",61
"2462C1010","1971-1980",34
"2462C1010","1981-1990",8
"2462C1010","1991-2000",5
"2462C1010","2001-2010",1
"2462C1010","2011-2020",..
"2462C1010","2021-2030",..
"2462C1010","Ok�nt",2
"2462C1010","Totalt",268
"2462C1020","-1920",5
"2462C1020","1921-1930",20
"2462C1020","1931-1940",10
"2462C1020","1941-1950",35
"2462C1020","1951-1960",79
"2462C1020","1961-1970",11
"2462C1020","1971-1980",227
"2462C1020","1981-1990",90
"2462C1020","1991-2000",7
"2462C1020","2001-2010",..
"2462C1020","2011-2020",..
"2462C1020","2021-2030",..
"2462C1020","Ok�nt",3
"2462C1020","Totalt",487
"2462C1030","-1920",5
"2462C1030","1921-1930",3
"2462C1030","1931-1940",2
"2462C1030","1941-1950",4
"2462C1030","1951-1960",12
"2462C1030","1961-1970",79
"2462C1030","1971-1980",55
"2462C1030","1981-1990",11
"2462C1030","1991-2000",..
"2462C1030","2001-2010",..
"2462C1030","2011-2020",..
"2462C1030","2021-2030",..
"2462C1030","Ok�nt",..
"2462C1030","Totalt",171
"2463A0010","-1920",294
"2463A0010","1921-1930",85
"2463A0010","1931-1940",146
"2463A0010","1941-1950",145
"2463A0010","1951-1960",243
"2463A0010","1961-1970",69
"2463A0010","1971-1980",75
"2463A0010","1981-1990",62
"2463A0010","1991-2000",43
"2463A0010","2001-2010",21
"2463A0010","2011-2020",8
"2463A0010","2021-2030",1
"2463A0010","Ok�nt",1442
"2463A0010","Totalt",2634
"2463C1010","-1920",50
"2463C1010","1921-1930",21
"2463C1010","1931-1940",44
"2463C1010","1941-1950",79
"2463C1010","1951-1960",123
"2463C1010","1961-1970",91
"2463C1010","1971-1980",183
"2463C1010","1981-1990",52
"2463C1010","1991-2000",9
"2463C1010","2001-2010",2
"2463C1010","2011-2020",1
"2463C1010","2021-2030",..
"2463C1010","Ok�nt",64
"2463C1010","Totalt",719
"2480A0010","-1920",101
"2480A0010","1921-1930",166
"2480A0010","1931-1940",124
"2480A0010","1941-1950",131
"2480A0010","1951-1960",323
"2480A0010","1961-1970",345
"2480A0010","1971-1980",415
"2480A0010","1981-1990",121
"2480A0010","1991-2000",151
"2480A0010","2001-2010",260
"2480A0010","2011-2020",146
"2480A0010","2021-2030",26
"2480A0010","Ok�nt",378
"2480A0010","Totalt",2687
"2480A0020","-1920",96
"2480A0020","1921-1930",63
"2480A0020","1931-1940",39
"2480A0020","1941-1950",54
"2480A0020","1951-1960",98
"2480A0020","1961-1970",80
"2480A0020","1971-1980",93
"2480A0020","1981-1990",62
"2480A0020","1991-2000",63
"2480A0020","2001-2010",95
"2480A0020","2011-2020",99
"2480A0020","2021-2030",51
"2480A0020","Ok�nt",82
"2480A0020","Totalt",975
"2480A0030","-1920",78
"2480A0030","1921-1930",82
"2480A0030","1931-1940",59
"2480A0030","1941-1950",105
"2480A0030","1951-1960",154
"2480A0030","1961-1970",255
"2480A0030","1971-1980",236
"2480A0030","1981-1990",100
"2480A0030","1991-2000",118
"2480A0030","2001-2010",251
"2480A0030","2011-2020",164
"2480A0030","2021-2030",45
"2480A0030","Ok�nt",237
"2480A0030","Totalt",1884
"2480A0040","-1920",143
"2480A0040","1921-1930",59
"2480A0040","1931-1940",76
"2480A0040","1941-1950",46
"2480A0040","1951-1960",39
"2480A0040","1961-1970",42
"2480A0040","1971-1980",125
"2480A0040","1981-1990",109
"2480A0040","1991-2000",56
"2480A0040","2001-2010",106
"2480A0040","2011-2020",88
"2480A0040","2021-2030",19
"2480A0040","Ok�nt",81
"2480A0040","Totalt",989
"2480A0050","-1920",87
"2480A0050","1921-1930",91
"2480A0050","1931-1940",49
"2480A0050","1941-1950",84
"2480A0050","1951-1960",186
"2480A0050","1961-1970",354
"2480A0050","1971-1980",263
"2480A0050","1981-1990",96
"2480A0050","1991-2000",83
"2480A0050","2001-2010",117
"2480A0050","2011-2020",104
"2480A0050","2021-2030",30
"2480A0050","Ok�nt",345
"2480A0050","Totalt",1889
"2480A0060","-1920",154
"2480A0060","1921-1930",104
"2480A0060","1931-1940",84
"2480A0060","1941-1950",59
"2480A0060","1951-1960",88
"2480A0060","1961-1970",91
"2480A0060","1971-1980",120
"2480A0060","1981-1990",63
"2480A0060","1991-2000",90
"2480A0060","2001-2010",84
"2480A0060","2011-2020",82
"2480A0060","2021-2030",17
"2480A0060","Ok�nt",109
"2480A0060","Totalt",1145
"2480A0070","-1920",100
"2480A0070","1921-1930",58
"2480A0070","1931-1940",72
"2480A0070","1941-1950",57
"2480A0070","1951-1960",39
"2480A0070","1961-1970",31
"2480A0070","1971-1980",92
"2480A0070","1981-1990",39
"2480A0070","1991-2000",54
"2480A0070","2001-2010",76
"2480A0070","2011-2020",49
"2480A0070","2021-2030",12
"2480A0070","Ok�nt",56
"2480A0070","Totalt",735
"2480A0080","-1920",163
"2480A0080","1921-1930",104
"2480A0080","1931-1940",129
"2480A0080","1941-1950",87
"2480A0080","1951-1960",136
"2480A0080","1961-1970",118
"2480A0080","1971-1980",250
"2480A0080","1981-1990",83
"2480A0080","1991-2000",79
"2480A0080","2001-2010",87
"2480A0080","2011-2020",85
"2480A0080","2021-2030",33
"2480A0080","Ok�nt",156
"2480A0080","Totalt",1510
"2480A0090","-1920",62
"2480A0090","1921-1930",52
"2480A0090","1931-1940",86
"2480A0090","1941-1950",88
"2480A0090","1951-1960",66
"2480A0090","1961-1970",67
"2480A0090","1971-1980",182
"2480A0090","1981-1990",59
"2480A0090","1991-2000",27
"2480A0090","2001-2010",15
"2480A0090","2011-2020",10
"2480A0090","2021-2030",..
"2480A0090","Ok�nt",132
"2480A0090","Totalt",846
"2480B2010","-1920",46
"2480B2010","1921-1930",112
"2480B2010","1931-1940",43
"2480B2010","1941-1950",19
"2480B2010","1951-1960",44
"2480B2010","1961-1970",90
"2480B2010","1971-1980",252
"2480B2010","1981-1990",73
"2480B2010","1991-2000",10
"2480B2010","2001-2010",24
"2480B2010","2011-2020",22
"2480B2010","2021-2030",3
"2480B2010","Ok�nt",26
"2480B2010","Totalt",764
"2480B2020","-1920",1
"2480B2020","1921-1930",25
"2480B2020","1931-1940",40
"2480B2020","1941-1950",59
"2480B2020","1951-1960",67
"2480B2020","1961-1970",174
"2480B2020","1971-1980",238
"2480B2020","1981-1990",9
"2480B2020","1991-2000",1
"2480B2020","2001-2010",15
"2480B2020","2011-2020",30
"2480B2020","2021-2030",6
"2480B2020","Ok�nt",1
"2480B2020","Totalt",666
"2480B2030","-1920",12
"2480B2030","1921-1930",56
"2480B2030","1931-1940",49
"2480B2030","1941-1950",56
"2480B2030","1951-1960",112
"2480B2030","1961-1970",90
"2480B2030","1971-1980",273
"2480B2030","1981-1990",60
"2480B2030","1991-2000",38
"2480B2030","2001-2010",82
"2480B2030","2011-2020",31
"2480B2030","2021-2030",29
"2480B2030","Ok�nt",73
"2480B2030","Totalt",961
"2480B2040","-1920",44
"2480B2040","1921-1930",60
"2480B2040","1931-1940",19
"2480B2040","1941-1950",44
"2480B2040","1951-1960",50
"2480B2040","1961-1970",51
"2480B2040","1971-1980",49
"2480B2040","1981-1990",34
"2480B2040","1991-2000",20
"2480B2040","2001-2010",18
"2480B2040","2011-2020",9
"2480B2040","2021-2030",..
"2480B2040","Ok�nt",17
"2480B2040","Totalt",415
"2480B3010","-1920",15
"2480B3010","1921-1930",11
"2480B3010","1931-1940",13
"2480B3010","1941-1950",16
"2480B3010","1951-1960",22
"2480B3010","1961-1970",135
"2480B3010","1971-1980",141
"2480B3010","1981-1990",48
"2480B3010","1991-2000",30
"2480B3010","2001-2010",5
"2480B3010","2011-2020",9
"2480B3010","2021-2030",6
"2480B3010","Ok�nt",5
"2480B3010","Totalt",456
"2480B3020","-1920",10
"2480B3020","1921-1930",16
"2480B3020","1931-1940",17
"2480B3020","1941-1950",8
"2480B3020","1951-1960",19
"2480B3020","1961-1970",68
"2480B3020","1971-1980",96
"2480B3020","1981-1990",102
"2480B3020","1991-2000",36
"2480B3020","2001-2010",56
"2480B3020","2011-2020",26
"2480B3020","2021-2030",2
"2480B3020","Ok�nt",11
"2480B3020","Totalt",467
"2480B4010","-1920",11
"2480B4010","1921-1930",36
"2480B4010","1931-1940",62
"2480B4010","1941-1950",23
"2480B4010","1951-1960",59
"2480B4010","1961-1970",30
"2480B4010","1971-1980",12
"2480B4010","1981-1990",29
"2480B4010","1991-2000",26
"2480B4010","2001-2010",21
"2480B4010","2011-2020",25
"2480B4010","2021-2030",14
"2480B4010","Ok�nt",4
"2480B4010","Totalt",352
"2480B4020","-1920",2
"2480B4020","1921-1930",6
"2480B4020","1931-1940",7
"2480B4020","1941-1950",68
"2480B4020","1951-1960",95
"2480B4020","1961-1970",75
"2480B4020","1971-1980",185
"2480B4020","1981-1990",24
"2480B4020","1991-2000",3
"2480B4020","2001-2010",7
"2480B4020","2011-2020",4
"2480B4020","2021-2030",..
"2480B4020","Ok�nt",6
"2480B4020","Totalt",482
"2480B5010","-1920",22
"2480B5010","1921-1930",24
"2480B5010","1931-1940",21
"2480B5010","1941-1950",19
"2480B5010","1951-1960",16
"2480B5010","1961-1970",25
"2480B5010","1971-1980",62
"2480B5010","1981-1990",115
"2480B5010","1991-2000",33
"2480B5010","2001-2010",78
"2480B5010","2011-2020",37
"2480B5010","2021-2030",2
"2480B5010","Ok�nt",4
"2480B5010","Totalt",458
"2480C1010","-1920",38
"2480C1010","1921-1930",30
"2480C1010","1931-1940",48
"2480C1010","1941-1950",20
"2480C1010","1951-1960",32
"2480C1010","1961-1970",27
"2480C1010","1971-1980",76
"2480C1010","1981-1990",39
"2480C1010","1991-2000",39
"2480C1010","2001-2010",74
"2480C1010","2011-2020",81
"2480C1010","2021-2030",6
"2480C1010","Ok�nt",27
"2480C1010","Totalt",537
"2480C1020","-1920",..
"2480C1020","1921-1930",26
"2480C1020","1931-1940",10
"2480C1020","1941-1950",2
"2480C1020","1951-1960",27
"2480C1020","1961-1970",20
"2480C1020","1971-1980",331
"2480C1020","1981-1990",15
"2480C1020","1991-2000",10
"2480C1020","2001-2010",8
"2480C1020","2011-2020",11
"2480C1020","2021-2030",..
"2480C1020","Ok�nt",2
"2480C1020","Totalt",462
"2480C1030","-1920",32
"2480C1030","1921-1930",40
"2480C1030","1931-1940",14
"2480C1030","1941-1950",39
"2480C1030","1951-1960",78
"2480C1030","1961-1970",244
"2480C1030","1971-1980",118
"2480C1030","1981-1990",20
"2480C1030","1991-2000",20
"2480C1030","2001-2010",21
"2480C1030","2011-2020",23
"2480C1030","2021-2030",5
"2480C1030","Ok�nt",7
"2480C1030","Totalt",661
"2480C1040","-1920",40
"2480C1040","1921-1930",26
"2480C1040","1931-1940",21
"2480C1040","1941-1950",16
"2480C1040","1951-1960",18
"2480C1040","1961-1970",62
"2480C1040","1971-1980",36
"2480C1040","1981-1990",184
"2480C1040","1991-2000",24
"2480C1040","2001-2010",60
"2480C1040","2011-2020",46
"2480C1040","2021-2030",4
"2480C1040","Ok�nt",10
"2480C1040","Totalt",547
"2480C1050","-1920",..
"2480C1050","1921-1930",..
"2480C1050","1931-1940",..
"2480C1050","1941-1950",..
"2480C1050","1951-1960",..
"2480C1050","1961-1970",..
"2480C1050","1971-1980",265
"2480C1050","1981-1990",18
"2480C1050","1991-2000",2
"2480C1050","2001-2010",..
"2480C1050","2011-2020",2
"2480C1050","2021-2030",..
"2480C1050","Ok�nt",..
"2480C1050","Totalt",287
"2480C1060","-1920",1
"2480C1060","1921-1930",22
"2480C1060","1931-1940",25
"2480C1060","1941-1950",13
"2480C1060","1951-1960",144
"2480C1060","1961-1970",132
"2480C1060","1971-1980",38
"2480C1060","1981-1990",4
"2480C1060","1991-2000",3
"2480C1060","2001-2010",4
"2480C1060","2011-2020",4
"2480C1060","2021-2030",2
"2480C1060","Ok�nt",3
"2480C1060","Totalt",395
"2480C1070","-1920",..
"2480C1070","1921-1930",..
"2480C1070","1931-1940",..
"2480C1070","1941-1950",..
"2480C1070","1951-1960",..
"2480C1070","1961-1970",14
"2480C1070","1971-1980",34
"2480C1070","1981-1990",..
"2480C1070","1991-2000",..
"2480C1070","2001-2010",..
"2480C1070","2011-2020",24
"2480C1070","2021-2030",..
"2480C1070","Ok�nt",..
"2480C1070","Totalt",72
"2480C1080","-1920",6
"2480C1080","1921-1930",17
"2480C1080","1931-1940",12
"2480C1080","1941-1950",10
"2480C1080","1951-1960",54
"2480C1080","1961-1970",62
"2480C1080","1971-1980",30
"2480C1080","1981-1990",25
"2480C1080","1991-2000",3
"2480C1080","2001-2010",19
"2480C1080","2011-2020",8
"2480C1080","2021-2030",2
"2480C1080","Ok�nt",..
"2480C1080","Totalt",248
"2480C1090","-1920",..
"2480C1090","1921-1930",1
"2480C1090","1931-1940",7
"2480C1090","1941-1950",..
"2480C1090","1951-1960",..
"2480C1090","1961-1970",..
"2480C1090","1971-1980",..
"2480C1090","1981-1990",..
"2480C1090","1991-2000",42
"2480C1090","2001-2010",158
"2480C1090","2011-2020",155
"2480C1090","2021-2030",19
"2480C1090","Ok�nt",1
"2480C1090","Totalt",383
"2480C1100","-1920",23
"2480C1100","1921-1930",10
"2480C1100","1931-1940",9
"2480C1100","1941-1950",5
"2480C1100","1951-1960",4
"2480C1100","1961-1970",4
"2480C1100","1971-1980",30
"2480C1100","1981-1990",82
"2480C1100","1991-2000",73
"2480C1100","2001-2010",218
"2480C1100","2011-2020",232
"2480C1100","2021-2030",7
"2480C1100","Ok�nt",5
"2480C1100","Totalt",702
"2480C1110","-1920",..
"2480C1110","1921-1930",..
"2480C1110","1931-1940",..
"2480C1110","1941-1950",..
"2480C1110","1951-1960",..
"2480C1110","1961-1970",51
"2480C1110","1971-1980",..
"2480C1110","1981-1990",..
"2480C1110","1991-2000",..
"2480C1110","2001-2010",3
"2480C1110","2011-2020",1
"2480C1110","2021-2030",..
"2480C1110","Ok�nt",..
"2480C1110","Totalt",55
"2480C1120","-1920",..
"2480C1120","1921-1930",..
"2480C1120","1931-1940",..
"2480C1120","1941-1950",..
"2480C1120","1951-1960",..
"2480C1120","1961-1970",35
"2480C1120","1971-1980",10
"2480C1120","1981-1990",..
"2480C1120","1991-2000",..
"2480C1120","2001-2010",5
"2480C1120","2011-2020",1
"2480C1120","2021-2030",6
"2480C1120","Ok�nt",..
"2480C1120","Totalt",57
"2480C1130","-1920",..
"2480C1130","1921-1930",..
"2480C1130","1931-1940",..
"2480C1130","1941-1950",..
"2480C1130","1951-1960",1
"2480C1130","1961-1970",1
"2480C1130","1971-1980",413
"2480C1130","1981-1990",16
"2480C1130","1991-2000",3
"2480C1130","2001-2010",1
"2480C1130","2011-2020",5
"2480C1130","2021-2030",..
"2480C1130","Ok�nt",..
"2480C1130","Totalt",440
"2480C1140","-1920",2
"2480C1140","1921-1930",1
"2480C1140","1931-1940",10
"2480C1140","1941-1950",11
"2480C1140","1951-1960",7
"2480C1140","1961-1970",2
"2480C1140","1971-1980",5
"2480C1140","1981-1990",21
"2480C1140","1991-2000",6
"2480C1140","2001-2010",14
"2480C1140","2011-2020",15
"2480C1140","2021-2030",..
"2480C1140","Ok�nt",..
"2480C1140","Totalt",94
"2480C1150","-1920",4
"2480C1150","1921-1930",6
"2480C1150","1931-1940",2
"2480C1150","1941-1950",4
"2480C1150","1951-1960",29
"2480C1150","1961-1970",174
"2480C1150","1971-1980",89
"2480C1150","1981-1990",16
"2480C1150","1991-2000",4
"2480C1150","2001-2010",19
"2480C1150","2011-2020",24
"2480C1150","2021-2030",1
"2480C1150","Ok�nt",..
"2480C1150","Totalt",372
"2480C1160","-1920",..
"2480C1160","1921-1930",..
"2480C1160","1931-1940",2
"2480C1160","1941-1950",..
"2480C1160","1951-1960",9
"2480C1160","1961-1970",5
"2480C1160","1971-1980",..
"2480C1160","1981-1990",..
"2480C1160","1991-2000",3
"2480C1160","2001-2010",16
"2480C1160","2011-2020",10
"2480C1160","2021-2030",4
"2480C1160","Ok�nt",..
"2480C1160","Totalt",49
"2480C1170","-1920",3
"2480C1170","1921-1930",7
"2480C1170","1931-1940",24
"2480C1170","1941-1950",26
"2480C1170","1951-1960",57
"2480C1170","1961-1970",33
"2480C1170","1971-1980",45
"2480C1170","1981-1990",24
"2480C1170","1991-2000",11
"2480C1170","2001-2010",28
"2480C1170","2011-2020",17
"2480C1170","2021-2030",1
"2480C1170","Ok�nt",2
"2480C1170","Totalt",278
"2480C1180","-1920",..
"2480C1180","1921-1930",1
"2480C1180","1931-1940",4
"2480C1180","1941-1950",1
"2480C1180","1951-1960",2
"2480C1180","1961-1970",1
"2480C1180","1971-1980",1
"2480C1180","1981-1990",3
"2480C1180","1991-2000",66
"2480C1180","2001-2010",138
"2480C1180","2011-2020",2
"2480C1180","2021-2030",..
"2480C1180","Ok�nt",3
"2480C1180","Totalt",222
"2480C1190","-1920",1
"2480C1190","1921-1930",16
"2480C1190","1931-1940",19
"2480C1190","1941-1950",13
"2480C1190","1951-1960",9
"2480C1190","1961-1970",10
"2480C1190","1971-1980",40
"2480C1190","1981-1990",4
"2480C1190","1991-2000",33
"2480C1190","2001-2010",4
"2480C1190","2011-2020",6
"2480C1190","2021-2030",..
"2480C1190","Ok�nt",3
"2480C1190","Totalt",158
"2480C1200","-1920",..
"2480C1200","1921-1930",..
"2480C1200","1931-1940",..
"2480C1200","1941-1950",..
"2480C1200","1951-1960",..
"2480C1200","1961-1970",..
"2480C1200","1971-1980",..
"2480C1200","1981-1990",18
"2480C1200","1991-2000",..
"2480C1200","2001-2010",19
"2480C1200","2011-2020",5
"2480C1200","2021-2030",..
"2480C1200","Ok�nt",..
"2480C1200","Totalt",42
"2480C1210","-1920",19
"2480C1210","1921-1930",56
"2480C1210","1931-1940",18
"2480C1210","1941-1950",5
"2480C1210","1951-1960",9
