"Antal lägenheter efter region, upplåtelseform och år"

"region","upplåtelseform","2022"
"0127C1010","bostadsrätt",0
"0127C1010","äganderätt",308
"0127C1010","uppgift saknas",0
"0127C1020","hyresrätt",292
"0127C1020","bostadsrätt",265
"0127C1020","äganderätt",231
"0127C1020","uppgift saknas",0
"0127C1030","hyresrätt",3
"0127C1030","bostadsrätt",273
"0127C1030","äganderätt",594
"0127C1030","uppgift saknas",0
"0127C1040","hyresrätt",21
"0127C1040","bostadsrätt",68
"0127C1040","äganderätt",469
"0127C1040","uppgift saknas",0
"0127C1050","hyresrätt",456
"0127C1050","bostadsrätt",398
"0127C1050","äganderätt",323
"0127C1050","uppgift saknas",0
"0127C1060","hyresrätt",14
"0127C1060","bostadsrätt",0
"0127C1060","äganderätt",570
"0127C1060","uppgift saknas",0
"0127C1070","hyresrätt",6
"0127C1070","bostadsrätt",56
"0127C1070","äganderätt",489
"0127C1070","uppgift saknas",0
"0127C1080","hyresrätt",768
"0127C1080","bostadsrätt",30
"0127C1080","äganderätt",224
"0127C1080","uppgift saknas",0
"0127C1090","hyresrätt",785
"0127C1090","bostadsrätt",0
"0127C1090","äganderätt",87
"0127C1090","uppgift saknas",0
"0127C1100","hyresrätt",744
"0127C1100","bostadsrätt",196
"0127C1100","äganderätt",192
"0127C1100","uppgift saknas",0
"0127C1110","hyresrätt",696
"0127C1110","bostadsrätt",0
"0127C1110","äganderätt",85
"0127C1110","uppgift saknas",0
"0127C1120","hyresrätt",61
"0127C1120","bostadsrätt",4
"0127C1120","äganderätt",465
"0127C1120","uppgift saknas",0
"0127C1130","hyresrätt",82
"0127C1130","bostadsrätt",42
"0127C1130","äganderätt",405
"0127C1130","uppgift saknas",0
"0127C1140","hyresrätt",1
"0127C1140","bostadsrätt",645
"0127C1140","äganderätt",196
"0127C1140","uppgift saknas",0
"0127C1150","hyresrätt",130
"0127C1150","bostadsrätt",669
"0127C1150","äganderätt",350
"0127C1150","uppgift saknas",0
"0127C1160","hyresrätt",945
"0127C1160","bostadsrätt",62
"0127C1160","äganderätt",0
"0127C1160","uppgift saknas",0
"0127C1170","hyresrätt",170
"0127C1170","bostadsrätt",49
"0127C1170","äganderätt",473
"0127C1170","uppgift saknas",0
"0127C1180","hyresrätt",1313
"0127C1180","bostadsrätt",493
"0127C1180","äganderätt",73
"0127C1180","uppgift saknas",0
"0127C1190","hyresrätt",85
"0127C1190","bostadsrätt",632
"0127C1190","äganderätt",69
"0127C1190","uppgift saknas",0
"0127C1200","hyresrätt",95
"0127C1200","bostadsrätt",31
"0127C1200","äganderätt",607
"0127C1200","uppgift saknas",0
"0127C1210","hyresrätt",155
"0127C1210","bostadsrätt",729
"0127C1210","äganderätt",96
"0127C1210","uppgift saknas",0
"0127C1220","hyresrätt",319
"0127C1220","bostadsrätt",374
"0127C1220","äganderätt",7
"0127C1220","uppgift saknas",0
"0127C1230","hyresrätt",0
"0127C1230","bostadsrätt",0
"0127C1230","äganderätt",373
"0127C1230","uppgift saknas",0
"0127C1240","hyresrätt",12
"0127C1240","bostadsrätt",22
"0127C1240","äganderätt",352
"0127C1240","uppgift saknas",0
"0127C1250","hyresrätt",209
"0127C1250","bostadsrätt",18
"0127C1250","äganderätt",467
"0127C1250","uppgift saknas",0
"0127C1260","hyresrätt",5
"0127C1260","bostadsrätt",181
"0127C1260","äganderätt",394
"0127C1260","uppgift saknas",0
"0127C1270","hyresrätt",547
"0127C1270","bostadsrätt",0
"0127C1270","äganderätt",264
"0127C1270","uppgift saknas",0
"0127C1280","hyresrätt",68
"0127C1280","bostadsrätt",0
"0127C1280","äganderätt",476
"0127C1280","uppgift saknas",0
"0127C1290","hyresrätt",773
"0127C1290","bostadsrätt",0
"0127C1290","äganderätt",0
"0127C1290","uppgift saknas",0
"0127C1300","hyresrätt",237
"0127C1300","bostadsrätt",305
"0127C1300","äganderätt",0
"0127C1300","uppgift saknas",0
"0127C1310","hyresrätt",472
"0127C1310","bostadsrätt",0
"0127C1310","äganderätt",0
"0127C1310","uppgift saknas",0
"0127C1320","hyresrätt",617
"0127C1320","bostadsrätt",335
"0127C1320","äganderätt",20
"0127C1320","uppgift saknas",0
"0127C1330","hyresrätt",3
"0127C1330","bostadsrätt",63
"0127C1330","äganderätt",343
"0127C1330","uppgift saknas",0
"0127C1340","hyresrätt",548
"0127C1340","bostadsrätt",79
"0127C1340","äganderätt",85
"0127C1340","uppgift saknas",0
"0127C1350","hyresrätt",855
"0127C1350","bostadsrätt",563
"0127C1350","äganderätt",0
"0127C1350","uppgift saknas",0
"0127C1360","hyresrätt",384
"0127C1360","bostadsrätt",384
"0127C1360","äganderätt",0
"0127C1360","uppgift saknas",0
"0127C1370","hyresrätt",0
"0127C1370","bostadsrätt",896
"0127C1370","äganderätt",0
"0127C1370","uppgift saknas",0
"0127C1380","hyresrätt",411
"0127C1380","bostadsrätt",0
"0127C1380","äganderätt",0
"0127C1380","uppgift saknas",0
"0127C1390","hyresrätt",596
"0127C1390","bostadsrätt",0
"0127C1390","äganderätt",0
"0127C1390","uppgift saknas",0
"0127C1400","hyresrätt",0
"0127C1400","bostadsrätt",768
"0127C1400","äganderätt",0
"0127C1400","uppgift saknas",0
"0127C1410","hyresrätt",766
"0127C1410","bostadsrätt",0
"0127C1410","äganderätt",0
"0127C1410","uppgift saknas",0
"0127C1420","hyresrätt",791
"0127C1420","bostadsrätt",0
"0127C1420","äganderätt",0
"0127C1420","uppgift saknas",0
"0127C1430","hyresrätt",63
"0127C1430","bostadsrätt",592
"0127C1430","äganderätt",2
"0127C1430","uppgift saknas",0
"0127C1440","hyresrätt",877
"0127C1440","bostadsrätt",0
"0127C1440","äganderätt",0
"0127C1440","uppgift saknas",0
"0127C1450","hyresrätt",2
"0127C1450","bostadsrätt",0
"0127C1450","äganderätt",383
"0127C1450","uppgift saknas",0
"0127C1460","hyresrätt",35
"0127C1460","bostadsrätt",0
"0127C1460","äganderätt",458
"0127C1460","uppgift saknas",0
"0127C1470","hyresrätt",638
"0127C1470","bostadsrätt",0
"0127C1470","äganderätt",1
"0127C1470","uppgift saknas",0
"0127C1480","hyresrätt",1
"0127C1480","bostadsrätt",0
"0127C1480","äganderätt",441
"0127C1480","uppgift saknas",0
"0128A0010","hyresrätt",85
"0128A0010","bostadsrätt",48
"0128A0010","äganderätt",615
"0128A0010","uppgift saknas",0
"0128C1010","hyresrätt",123
"0128C1010","bostadsrätt",145
"0128C1010","äganderätt",764
"0128C1010","uppgift saknas",0
"0128C1020","hyresrätt",103
"0128C1020","bostadsrätt",488
"0128C1020","äganderätt",296
"0128C1020","uppgift saknas",0
"0128C1030","hyresrätt",492
"0128C1030","bostadsrätt",0
"0128C1030","äganderätt",312
"0128C1030","uppgift saknas",0
"0128C1040","hyresrätt",230
"0128C1040","bostadsrätt",94
"0128C1040","äganderätt",423
"0128C1040","uppgift saknas",0
"0128C1050","hyresrätt",238
"0128C1050","bostadsrätt",622
"0128C1050","äganderätt",126
"0128C1050","uppgift saknas",0
"0128C1060","hyresrätt",93
"0128C1060","bostadsrätt",196
"0128C1060","äganderätt",421
"0128C1060","uppgift saknas",0
"0128C1070","hyresrätt",205
"0128C1070","bostadsrätt",649
"0128C1070","äganderätt",171
"0128C1070","uppgift saknas",0
"0136A0010","hyresrätt",45
"0136A0010","bostadsrätt",0
"0136A0010","äganderätt",327
"0136A0010","uppgift saknas",0
"0136A0020","hyresrätt",163
"0136A0020","bostadsrätt",28
"0136A0020","äganderätt",781
"0136A0020","uppgift saknas",1
"0136A0030","hyresrätt",51
"0136A0030","bostadsrätt",0
"0136A0030","äganderätt",432
"0136A0030","uppgift saknas",0
"0136B2010","hyresrätt",150
"0136B2010","bostadsrätt",65
"0136B2010","äganderätt",653
"0136B2010","uppgift saknas",0
"0136C1010","hyresrätt",183
"0136C1010","bostadsrätt",151
"0136C1010","äganderätt",248
"0136C1010","uppgift saknas",0
"0136C1020","hyresrätt",235
"0136C1020","bostadsrätt",147
"0136C1020","äganderätt",262
"0136C1020","uppgift saknas",0
"0136C1030","hyresrätt",4
"0136C1030","bostadsrätt",693
"0136C1030","äganderätt",233
"0136C1030","uppgift saknas",0
"0136C1040","hyresrätt",75
"0136C1040","bostadsrätt",146
"0136C1040","äganderätt",677
"0136C1040","uppgift saknas",0
"0136C1050","hyresrätt",210
"0136C1050","bostadsrätt",699
"0136C1050","äganderätt",75
"0136C1050","uppgift saknas",0
"0136C1060","hyresrätt",24
"0136C1060","bostadsrätt",44
"0136C1060","äganderätt",557
"0136C1060","uppgift saknas",0
"0136C1070","hyresrätt",126
"0136C1070","bostadsrätt",1030
"0136C1070","äganderätt",0
"0136C1070","uppgift saknas",0
"0136C1080","hyresrätt",346
"0136C1080","bostadsrätt",5
"0136C1080","äganderätt",591
"0136C1080","uppgift saknas",0
"0136C1090","hyresrätt",725
"0136C1090","bostadsrätt",0
"0136C1090","äganderätt",120
"0136C1090","uppgift saknas",0
"0136C1100","hyresrätt",894
"0136C1100","bostadsrätt",34
"0136C1100","äganderätt",0
"0136C1100","uppgift saknas",0
"0136C1110","hyresrätt",591
"0136C1110","bostadsrätt",358
"0136C1110","äganderätt",63
"0136C1110","uppgift saknas",0
"0136C1120","hyresrätt",850
"0136C1120","bostadsrätt",0
"0136C1120","äganderätt",0
"0136C1120","uppgift saknas",0
"0136C1130","hyresrätt",424
"0136C1130","bostadsrätt",258
"0136C1130","äganderätt",0
"0136C1130","uppgift saknas",0
"0136C1140","hyresrätt",1
"0136C1140","bostadsrätt",0
"0136C1140","äganderätt",407
"0136C1140","uppgift saknas",0
"0136C1150","hyresrätt",2
"0136C1150","bostadsrätt",0
"0136C1150","äganderätt",477
"0136C1150","uppgift saknas",0
"0136C1160","hyresrätt",419
"0136C1160","bostadsrätt",572
"0136C1160","äganderätt",177
"0136C1160","uppgift saknas",0
"0136C1170","hyresrätt",845
"0136C1170","bostadsrätt",410
"0136C1170","äganderätt",8
"0136C1170","uppgift saknas",0
"0136C1180","hyresrätt",1
"0136C1180","bostadsrätt",491
"0136C1180","äganderätt",305
"0136C1180","uppgift saknas",0
"0136C1190","hyresrätt",1
"0136C1190","bostadsrätt",556
"0136C1190","äganderätt",0
"0136C1190","uppgift saknas",0
"0136C1200","hyresrätt",0
"0136C1200","bostadsrätt",856
"0136C1200","äganderätt",0
"0136C1200","uppgift saknas",0
"0136C1210","hyresrätt",224
"0136C1210","bostadsrätt",454
"0136C1210","äganderätt",0
"0136C1210","uppgift saknas",0
"0136C1220","hyresrätt",502
"0136C1220","bostadsrätt",278
"0136C1220","äganderätt",0
"0136C1220","uppgift saknas",0
"0136C1230","hyresrätt",431
"0136C1230","bostadsrätt",332
"0136C1230","äganderätt",200
"0136C1230","uppgift saknas",0
"0136C1240","hyresrätt",8
"0136C1240","bostadsrätt",863
"0136C1240","äganderätt",0
"0136C1240","uppgift saknas",0
"0136C1250","hyresrätt",894
"0136C1250","bostadsrätt",441
"0136C1250","äganderätt",0
"0136C1250","uppgift saknas",0
"0136C1260","hyresrätt",639
"0136C1260","bostadsrätt",90
"0136C1260","äganderätt",0
"0136C1260","uppgift saknas",0
"0136C1270","hyresrätt",655
"0136C1270","bostadsrätt",0
"0136C1270","äganderätt",0
"0136C1270","uppgift saknas",0
"0136C1280","hyresrätt",453
"0136C1280","bostadsrätt",0
"0136C1280","äganderätt",0
"0136C1280","uppgift saknas",0
"0136C1290","hyresrätt",297
"0136C1290","bostadsrätt",508
"0136C1290","äganderätt",39
"0136C1290","uppgift saknas",0
"0136C1300","hyresrätt",0
"0136C1300","bostadsrätt",0
"0136C1300","äganderätt",596
"0136C1300","uppgift saknas",0
"0136C1310","hyresrätt",933
"0136C1310","bostadsrätt",611
"0136C1310","äganderätt",446
"0136C1310","uppgift saknas",0
"0136C1320","hyresrätt",231
"0136C1320","bostadsrätt",614
"0136C1320","äganderätt",125
"0136C1320","uppgift saknas",0
"0136C1330","hyresrätt",78
"0136C1330","bostadsrätt",553
"0136C1330","äganderätt",191
"0136C1330","uppgift saknas",0
"0136C1340","hyresrätt",474
"0136C1340","bostadsrätt",928
"0136C1340","äganderätt",391
"0136C1340","uppgift saknas",0
"0136C1350","hyresrätt",38
"0136C1350","bostadsrätt",0
"0136C1350","äganderätt",460
"0136C1350","uppgift saknas",0
"0136C1360","hyresrätt",3
"0136C1360","bostadsrätt",389
"0136C1360","äganderätt",455
"0136C1360","uppgift saknas",0
"0136C1370","hyresrätt",6
"0136C1370","bostadsrätt",195
"0136C1370","äganderätt",503
"0136C1370","uppgift saknas",0
"0136C1380","hyresrätt",139
"0136C1380","bostadsrätt",318
"0136C1380","äganderätt",380
"0136C1380","uppgift saknas",0
"0136C1390","hyresrätt",4
"0136C1390","bostadsrätt",574
"0136C1390","äganderätt",346
"0136C1390","uppgift saknas",0
"0136C1400","hyresrätt",36
"0136C1400","bostadsrätt",0
"0136C1400","äganderätt",686
"0136C1400","uppgift saknas",0
"0136C1410","hyresrätt",11
"0136C1410","bostadsrätt",62
"0136C1410","äganderätt",260
"0136C1410","uppgift saknas",0
"0136C1420","hyresrätt",7
"0136C1420","bostadsrätt",0
"0136C1420","äganderätt",483
"0136C1420","uppgift saknas",0
"0136C1430","hyresrätt",9
"0136C1430","bostadsrätt",63
"0136C1430","äganderätt",567
"0136C1430","uppgift saknas",0
"0136C1440","hyresrätt",54
"0136C1440","bostadsrätt",205
"0136C1440","äganderätt",387
"0136C1440","uppgift saknas",0
"0136C1450","hyresrätt",19
"0136C1450","bostadsrätt",45
"0136C1450","äganderätt",659
"0136C1450","uppgift saknas",0
"0138A0010","hyresrätt",29
"0138A0010","bostadsrätt",0
"0138A0010","äganderätt",508
"0138A0010","uppgift saknas",0
"0138C1010","hyresrätt",6
"0138C1010","bostadsrätt",142
"0138C1010","äganderätt",536
"0138C1010","uppgift saknas",0
"0138C1020","hyresrätt",71
"0138C1020","bostadsrätt",56
"0138C1020","äganderätt",623
"0138C1020","uppgift saknas",0
"0138C1030","hyresrätt",96
"0138C1030","bostadsrätt",102
"0138C1030","äganderätt",487
"0138C1030","uppgift saknas",0
"0138C1040","hyresrätt",76
"0138C1040","bostadsrätt",106
"0138C1040","äganderätt",660
"0138C1040","uppgift saknas",0
"0138C1050","hyresrätt",363
"0138C1050","bostadsrätt",149
"0138C1050","äganderätt",351
"0138C1050","uppgift saknas",0
"0138C1060","hyresrätt",20
"0138C1060","bostadsrätt",2
"0138C1060","äganderätt",694
"0138C1060","uppgift saknas",0
"0138C1070","hyresrätt",100
"0138C1070","bostadsrätt",58
"0138C1070","äganderätt",606
"0138C1070","uppgift saknas",0
"0138C1080","hyresrätt",569
"0138C1080","bostadsrätt",468
"0138C1080","äganderätt",32
"0138C1080","uppgift saknas",0
"0138C1090","hyresrätt",422
"0138C1090","bostadsrätt",226
"0138C1090","äganderätt",370
"0138C1090","uppgift saknas",0
"0138C1100","hyresrätt",49
"0138C1100","bostadsrätt",0
"0138C1100","äganderätt",558
"0138C1100","uppgift saknas",0
"0138C1110","hyresrätt",84
"0138C1110","bostadsrätt",63
"0138C1110","äganderätt",665
"0138C1110","uppgift saknas",0
"0138C1120","hyresrätt",941
"0138C1120","bostadsrätt",0
"0138C1120","äganderätt",0
"0138C1120","uppgift saknas",0
"0138C1130","hyresrätt",786
"0138C1130","bostadsrätt",0
"0138C1130","äganderätt",0
"0138C1130","uppgift saknas",0
"0138C1140","hyresrätt",0
"0138C1140","bostadsrätt",0
"0138C1140","äganderätt",601
"0138C1140","uppgift saknas",0
"0138C1150","hyresrätt",485
"0138C1150","bostadsrätt",767
"0138C1150","äganderätt",0
"0138C1150","uppgift saknas",0
"0138C1160","hyresrätt",39
"0138C1160","bostadsrätt",796
"0138C1160","äganderätt",148
"0138C1160","uppgift saknas",0
"0138C1170","hyresrätt",695
"0138C1170","bostadsrätt",513
"0138C1170","äganderätt",386
"0138C1170","uppgift saknas",0
"0138C1180","hyresrätt",158
"0138C1180","bostadsrätt",130
"0138C1180","äganderätt",204
"0138C1180","uppgift saknas",0
"0138C1190","hyresrätt",18
"0138C1190","bostadsrätt",273
"0138C1190","äganderätt",197
"0138C1190","uppgift saknas",0
"0138C1200","hyresrätt",504
"0138C1200","bostadsrätt",712
"0138C1200","äganderätt",0
"0138C1200","uppgift saknas",0
"0138C1210","hyresrätt",0
"0138C1210","bostadsrätt",1169
"0138C1210","äganderätt",0
"0138C1210","uppgift saknas",0
"0138C1220","hyresrätt",18
"0138C1220","bostadsrätt",19
"0138C1220","äganderätt",329
"0138C1220","uppgift saknas",0
"0138C1230","hyresrätt",4
"0138C1230","bostadsrätt",244
"0138C1230","äganderätt",433
"0138C1230","uppgift saknas",0
"0138C1240","hyresrätt",2
"0138C1240","bostadsrätt",167
"0138C1240","äganderätt",280
"0138C1240","uppgift saknas",0
"0138C1250","hyresrätt",9
"0138C1250","bostadsrätt",3
"0138C1250","äganderätt",265
"0138C1250","uppgift saknas",0
"0139A0010","hyresrätt",948
"0139A0010","bostadsrätt",84
"0139A0010","äganderätt",507
"0139A0010","uppgift saknas",0
"0139A0020","hyresrätt",19
"0139A0020","bostadsrätt",11
"0139A0020","äganderätt",656
"0139A0020","uppgift saknas",0
"0139B2010","hyresrätt",22
"0139B2010","bostadsrätt",154
"0139B2010","äganderätt",334
"0139B2010","uppgift saknas",0
"0139B2020","hyresrätt",574
"0139B2020","bostadsrätt",316
"0139B2020","äganderätt",0
"0139B2020","uppgift saknas",0
"0139B2030","hyresrätt",417
"0139B2030","bostadsrätt",0
"0139B2030","äganderätt",0
"0139B2030","uppgift saknas",0
"0139B2040","hyresrätt",333
"0139B2040","bostadsrätt",254
"0139B2040","äganderätt",282
"0139B2040","uppgift saknas",0
"0139B2050","hyresrätt",485
"0139B2050","bostadsrätt",42
"0139B2050","äganderätt",116
"0139B2050","uppgift saknas",0
"0139B2060","hyresrätt",7
"0139B2060","bostadsrätt",0
"0139B2060","äganderätt",378
"0139B2060","uppgift saknas",0
"0139C1010","hyresrätt",723
"0139C1010","bostadsrätt",734
"0139C1010","äganderätt",215
"0139C1010","uppgift saknas",0
"0139C1020","hyresrätt",169
"0139C1020","bostadsrätt",766
"0139C1020","äganderätt",0
"0139C1020","uppgift saknas",0
"0139C1030","hyresrätt",83
"0139C1030","bostadsrätt",299
"0139C1030","äganderätt",555
"0139C1030","uppgift saknas",0
"0139C1040","hyresrätt",493
"0139C1040","bostadsrätt",98
"0139C1040","äganderätt",360
"0139C1040","uppgift saknas",0
"0139C1050","hyresrätt",304
"0139C1050","bostadsrätt",768
"0139C1050","äganderätt",203
"0139C1050","uppgift saknas",0
"0139C1060","hyresrätt",2
"0139C1060","bostadsrätt",413
"0139C1060","äganderätt",356
"0139C1060","uppgift saknas",0
"0139C1070","hyresrätt",13
"0139C1070","bostadsrätt",0
"0139C1070","äganderätt",614
"0139C1070","uppgift saknas",0
"0140A0010","hyresrätt",38
"0140A0010","bostadsrätt",102
"0140A0010","äganderätt",355
"0140A0010","uppgift saknas",0
"0140A0020","hyresrätt",23
"0140A0020","bostadsrätt",0
"0140A0020","äganderätt",620
"0140A0020","uppgift saknas",0
"0140C1010","hyresrätt",394
"0140C1010","bostadsrätt",36
"0140C1010","äganderätt",546
"0140C1010","uppgift saknas",0
"0140C1020","hyresrätt",637
"0140C1020","bostadsrätt",156
"0140C1020","äganderätt",419
"0140C1020","uppgift saknas",0
"0140C1030","hyresrätt",52
"0140C1030","bostadsrätt",36
"0140C1030","äganderätt",612
"0140C1030","uppgift saknas",0
"0140C1040","hyresrätt",51
"0140C1040","bostadsrätt",216
"0140C1040","äganderätt",246
"0140C1040","uppgift saknas",0
"0160C1010","hyresrätt",105
"0160C1010","bostadsrätt",429
"0160C1010","äganderätt",345
"0160C1010","uppgift saknas",0
"0160C1020","hyresrätt",41
"0160C1020","bostadsrätt",82
"0160C1020","äganderätt",389
"0160C1020","uppgift saknas",0
"0160C1030","hyresrätt",60
"0160C1030","bostadsrätt",281
